datahora,country,estado,municipio,bioma,Latitude,Longitude
7/3/20,Brasil,MATO GROSSO,POCONE,Pantanal,-16.318,-56.6
7/3/20,Brasil,MATO GROSSO,BARAO DE MELGACO,Pantanal,-16.372,-55.771
7/3/20,Brasil,MATO GROSSO,BARAO DE MELGACO,Pantanal,-16.374,-55.782
7/3/20,Brasil,MATO GROSSO,BARAO DE MELGACO,Pantanal,-16.375,-55.794
7/3/20,Brasil,MATO GROSSO,BARAO DE MELGACO,Pantanal,-16.383,-55.781
7/3/20,Brasil,MATO GROSSO,BARAO DE MELGACO,Pantanal,-16.39,-55.756
7/3/20,Brasil,MATO GROSSO,LUCIARA,Cerrado,-11,-50.741
7/3/20,Brasil,MATO GROSSO,MARCELANDIA,Amazonia,-11,-54.834
7/3/20,Brasil,MATO GROSSO,NOVA MUTUM,Amazonia,-13.12,-56.593
7/3/20,Brasil,MATO GROSSO,PARANATINGA,Amazonia,-13.229,-54.167
7/3/20,Brasil,MATO GROSSO,LUCIARA,Cerrado,-11.008,-50.734
7/3/20,Brasil,MATO GROSSO,LUCIARA,Cerrado,-11.028,-51.176
7/3/20,Brasil,RONDONIA,PIMENTA BUENO,Amazonia,-11.883,-60.576
7/3/20,Brasil,MATO GROSSO,LUCIARA,Cerrado,-11.295,-50.791
7/3/20,Brasil,MATO GROSSO,UNIAO DO SUL,Amazonia,-11.533,-54.497
7/3/20,Brasil,MATO GROSSO,NOVA CANAA DO NORTE,Amazonia,-10.935,-56.485
7/3/20,Brasil,MATO GROSSO,NOVA MONTE VERDE,Amazonia,-9.824,-57.449
7/3/20,Brasil,MATO GROSSO,PEIXOTO DE AZEVEDO,Amazonia,-9.85,-53.261
7/3/20,Brasil,MATO GROSSO,NOVA CANAA DO NORTE,Amazonia,-10.925,-56.487
7/3/20,Brasil,MATO GROSSO,NOVA CANAA DO NORTE,Amazonia,-10.909,-56.453
