datahora,country,estado,municipio,bioma,Latitude,Longitude
8/1/20,Brasil,PARA,URUARA,Amazonia,-3.687,-54.176
8/1/20,Brasil,PARA,URUARA,Amazonia,-3.688,-54.184
8/1/20,Brasil,PARA,ALTAMIRA,Amazonia,-3.699,-52.392
8/1/20,Brasil,PARA,ALTAMIRA,Amazonia,-3.7,-52.402
8/1/20,Brasil,AMAZONAS,CAREIRO,Amazonia,-3.71,-60.099
8/1/20,Brasil,PARA,AVEIRO,Amazonia,-3.739,-56.744
8/1/20,Brasil,AMAZONAS,CAREIRO,Amazonia,-3.712,-60.104
8/1/20,Brasil,AMAZONAS,CAREIRO,Amazonia,-3.713,-60.119
8/1/20,Brasil,AMAZONAS,NOVA OLINDA DO NORTE,Amazonia,-3.779,-58.825
8/1/20,Brasil,AMAZONAS,NOVA OLINDA DO NORTE,Amazonia,-3.781,-58.84
8/1/20,Brasil,AMAZONAS,AUTAZES,Amazonia,-3.783,-59.583
8/1/20,Brasil,AMAZONAS,AUTAZES,Amazonia,-3.785,-59.601
8/1/20,Brasil,AMAZONAS,AUTAZES,Amazonia,-3.789,-59.366
8/1/20,Brasil,PARA,AVEIRO,Amazonia,-3.817,-55.414
8/1/20,Brasil,AMAZONAS,AUTAZES,Amazonia,-3.812,-59.524
8/1/20,Brasil,PARA,SENADOR JOSE PORFIRIO,Amazonia,-3.855,-52.022
8/1/20,Brasil,PARA,PLACAS,Amazonia,-3.868,-54.22
8/1/20,Brasil,PARA,SENADOR JOSE PORFIRIO,Amazonia,-3.893,-51.828
8/1/20,Brasil,PARA,SENADOR JOSE PORFIRIO,Amazonia,-3.894,-51.838
8/1/20,Brasil,AMAZONAS,BORBA,Amazonia,-3.905,-58.897
8/1/20,Brasil,AMAZONAS,BORBA,Amazonia,-3.914,-58.907
8/1/20,Brasil,PARA,AVEIRO,Amazonia,-3.936,-55.4
8/1/20,Brasil,PARA,URUARA,Amazonia,-3.945,-53.603
8/1/20,Brasil,PARA,AVEIRO,Amazonia,-3.945,-55.399
8/1/20,Brasil,PARA,AVEIRO,Amazonia,-3.934,-55.39
8/1/20,Brasil,PARA,SENADOR JOSE PORFIRIO,Amazonia,-3.979,-51.779
8/1/20,Brasil,PARA,SENADOR JOSE PORFIRIO,Amazonia,-3.98,-51.789
8/1/20,Brasil,PARA,SENADOR JOSE PORFIRIO,Amazonia,-3.989,-51.787
8/1/20,Brasil,AMAZONAS,BORBA,Amazonia,-3.998,-59.078
8/1/20,Brasil,PARA,PLACAS,Amazonia,-4.045,-54.302
8/1/20,Brasil,PARA,PLACAS,Amazonia,-4.044,-54.293
8/1/20,Brasil,PARA,AVEIRO,Amazonia,-4.053,-55.517
8/1/20,Brasil,PARA,PLACAS,Amazonia,-4.054,-54.236
